Date,New Daily Cases,New Daily Cases (cumulative),New Daily Deaths,New Daily Deaths (cumulative),New Hospital Admissions,New Hospital Admissions (cumulative),"New Vaccinations, 1st dose","New Vaccinations, 1st dose (cumulative)","New Vaccinations, 2nd dose","New Vaccinations, 2nd dose (cumulative)"
2020-10-09,,,96.0,59518.0,,,,,,
2020-10-10,,,107.0,59625.0,,,,,,
2020-10-10,12652.0,642200.0,,,723.0,150165.0,,,,
2020-10-11,,,128.0,59753.0,,,,,,
2020-10-11,12213.0,654413.0,,,825.0,150990.0,,,,
2020-10-12,19710.0,674123.0,,,888.0,151878.0,,,,
2020-10-12,,,120.0,59873.0,,,,,,
2020-10-13,,,119.0,59992.0,,,,,,
2020-10-13,19135.0,693258.0,,,1029.0,152907.0,,,,
2020-10-14,19933.0,713191.0,,,983.0,153890.0,,,,
2020-10-14,,,123.0,60115.0,,,,,,
2020-10-15,18639.0,731830.0,,,1044.0,154934.0,,,,
2020-10-15,,,152.0,60267.0,,,,,,
2020-10-16,,,162.0,60429.0,,,,,,
2020-10-16,17938.0,749768.0,,,925.0,155859.0,,,,
2020-10-17,14888.0,764656.0,,,1031.0,156890.0,,,,
2020-10-17,,,186.0,60615.0,,,,,,
2020-10-18,14330.0,778986.0,,,1091.0,157981.0,,,,
2020-10-18,,,167.0,60782.0,,,,,,
2020-10-19,25926.0,804912.0,,,1106.0,159087.0,,,,
2020-10-19,,,193.0,60975.0,,,,,,
2020-10-20,25680.0,830592.0,,,1191.0,160278.0,,,,
2020-10-20,,,210.0,61185.0,,,,,,
2020-10-21,25785.0,856377.0,,,1265.0,161543.0,,,,
2020-10-21,,,232.0,61417.0,,,,,,
2020-10-22,23497.0,879874.0,,,1283.0,162826.0,,,,
2020-10-22,,,242.0,61659.0,,,,,,
2020-10-23,,,225.0,61884.0,,,,,,
2020-10-23,21714.0,901588.0,,,1299.0,164125.0,,,,
2020-10-24,16464.0,918052.0,,,1262.0,165387.0,,,,
2020-10-24,,,219.0,62103.0,,,,,,
2020-10-25,15905.0,933957.0,,,1425.0,166812.0,,,,
2020-10-25,,,255.0,62358.0,,,,,,
2020-10-26,,,282.0,62640.0,,,,,,
2020-10-26,26807.0,960764.0,,,1541.0,168353.0,,,,
2020-10-27,,,285.0,62925.0,,,,,,
2020-10-27,24360.0,985124.0,,,1498.0,169851.0,,,,
2020-10-28,23907.0,1009031.0,,,1494.0,171345.0,,,,
2020-10-28,,,281.0,63206.0,,,,,,
2020-10-29,23649.0,1032680.0,,,1590.0,172935.0,,,,
2020-10-29,,,320.0,63526.0,,,,,,
2020-10-30,,,352.0,63878.0,,,,,,
2020-10-30,22896.0,1055576.0,,,1384.0,174319.0,,,,
2020-10-31,,,340.0,64218.0,,,,,,
2020-10-31,16702.0,1072278.0,,,1460.0,175779.0,,,,
2020-11-01,16001.0,1088279.0,,,1497.0,177276.0,,,,
2020-11-01,,,359.0,64577.0,,,,,,
2020-11-02,32003.0,1120282.0,,,1574.0,178850.0,,,,
2020-11-02,,,338.0,64915.0,,,,,,
2020-11-03,,,377.0,65292.0,,,,,,
2020-11-03,25989.0,1146271.0,,,1523.0,180373.0,,,,
2020-11-04,24055.0,1170326.0,,,1687.0,182060.0,,,,
2020-11-04,,,340.0,65632.0,,,,,,
2020-11-05,,,388.0,66020.0,,,,,,
2020-11-05,24102.0,1194428.0,,,1591.0,183651.0,,,,
2020-11-06,,,417.0,66437.0,,,,,,
2020-11-06,23714.0,1218142.0,,,1416.0,185067.0,,,,
2020-11-07,,,417.0,66854.0,,,,,,
2020-11-07,18784.0,1236926.0,,,1559.0,186626.0,,,,
2020-11-08,,,433.0,67287.0,,,,,,
2020-11-08,20252.0,1257178.0,,,1692.0,188318.0,,,,
2020-11-09,31556.0,1288734.0,,,1766.0,190084.0,,,,
2020-11-09,,,493.0,67780.0,,,,,,
2020-11-10,,,410.0,68190.0,,,,,,
2020-11-10,27828.0,1316562.0,,,1855.0,191939.0,,,,
2020-11-11,,,409.0,68599.0,,,,,,
2020-11-11,27792.0,1344354.0,,,1973.0,193912.0,,,,
2020-11-12,24876.0,1369230.0,,,1918.0,195830.0,,,,
2020-11-12,,,430.0,69029.0,,,,,,
2020-11-13,24438.0,1393668.0,,,1652.0,197482.0,,,,
2020-11-13,,,450.0,69479.0,,,,,,
2020-11-14,18258.0,1411926.0,,,1616.0,199098.0,,,,
2020-11-14,,,459.0,69938.0,,,,,,
2020-11-15,16258.0,1428184.0,,,1673.0,200771.0,,,,
2020-11-15,,,457.0,70395.0,,,,,,
2020-11-16,27006.0,1455190.0,,,1771.0,202542.0,,,,
2020-11-16,,,431.0,70826.0,,,,,,
2020-11-17,23531.0,1478721.0,,,1719.0,204261.0,,,,
2020-11-17,,,466.0,71292.0,,,,,,
2020-11-18,,,514.0,71806.0,,,,,,
2020-11-18,21118.0,1499839.0,,,1785.0,206046.0,,,,
2020-11-19,,,485.0,72291.0,,,,,,
2020-11-19,18074.0,1517913.0,,,1687.0,207733.0,,,,
2020-11-20,17134.0,1535047.0,,,1550.0,209283.0,,,,
2020-11-20,,,485.0,72776.0,,,,,,
2020-11-21,12556.0,1547603.0,,,1462.0,210745.0,,,,
2020-11-21,,,498.0,73274.0,,,,,,
2020-11-22,,,512.0,73786.0,,,,,,
2020-11-22,11913.0,1559516.0,,,1492.0,212237.0,,,,
2020-11-23,,,508.0,74294.0,,,,,,
2020-11-23,19082.0,1578598.0,,,1590.0,213827.0,,,,
2020-11-24,,,496.0,74790.0,,,,,,
2020-11-24,16705.0,1595303.0,,,1499.0,215326.0,,,,
2020-11-25,,,499.0,75289.0,,,,,,
2020-11-25,16857.0,1612160.0,,,1613.0,216939.0,,,,
2020-11-26,,,461.0,75750.0,,,,,,
2020-11-26,14817.0,1626977.0,,,1423.0,218362.0,,,,
2020-11-27,,,460.0,76210.0,,,,,,
2020-11-27,14597.0,1641574.0,,,1280.0,219642.0,,,,
2020-11-28,,,486.0,76696.0,,,,,,
2020-11-28,11105.0,1652679.0,,,1221.0,220863.0,,,,
2020-11-29,,,501.0,77197.0,,,,,,
2020-11-29,10874.0,1663553.0,,,1390.0,222253.0,,,,
2020-11-30,18265.0,1681818.0,,,1406.0,223659.0,,,,
2020-11-30,,,465.0,77662.0,,,,,,
2020-12-01,,,425.0,78087.0,,,,,,
2020-12-01,16746.0,1698564.0,,,1491.0,225150.0,,,,
2020-12-02,16748.0,1715312.0,,,1487.0,226637.0,,,,
2020-12-02,,,414.0,78501.0,,,,,,
2020-12-03,,,504.0,79005.0,,,,,,
2020-12-03,15926.0,1731238.0,,,1500.0,228137.0,,,,
2020-12-04,15866.0,1747104.0,,,1431.0,229568.0,,,,
2020-12-04,,,499.0,79504.0,,,,,,
2020-12-05,12917.0,1760021.0,,,1379.0,230947.0,,,,
2020-12-05,,,407.0,79911.0,,,,,,
2020-12-06,13765.0,1773786.0,,,1471.0,232418.0,,,,
2020-12-06,,,436.0,80347.0,,,,,,
2020-12-07,,,466.0,80813.0,,,,,,
2020-12-07,21645.0,1795431.0,,,1661.0,234079.0,,,,
2020-12-08,,,472.0,81285.0,,,,,,
2020-12-08,21096.0,1816527.0,,,1782.0,235861.0,,,,
2020-12-09,,,448.0,81733.0,,,,,,
2020-12-09,21937.0,1838464.0,,,1756.0,237617.0,,,,
2020-12-10,22927.0,1861391.0,,,1752.0,239369.0,,,,
2020-12-10,,,496.0,82229.0,,,,,,
2020-12-11,,,491.0,82720.0,,,,,,
2020-12-11,24425.0,1885816.0,,,1690.0,241059.0,,,,
2020-12-12,,,488.0,83208.0,,,,,,
2020-12-12,19592.0,1905408.0,,,1798.0,242857.0,,,,
2020-12-13,,,480.0,83688.0,,,,,,
2020-12-13,22279.0,1927687.0,,,1756.0,244613.0,,,,
2020-12-14,,,506.0,84194.0,,,,,,
2020-12-14,35221.0,1962908.0,,,1954.0,246567.0,,,,
2020-12-15,,,507.0,84701.0,,,,,,
2020-12-15,34414.0,1997322.0,,,1959.0,248526.0,,,,
2020-12-16,,,484.0,85185.0,,,,,,
2020-12-16,35438.0,2032760.0,,,2078.0,250604.0,,,,
2020-12-17,,,567.0,85752.0,,,,,,
2020-12-17,34440.0,2067200.0,,,2143.0,252747.0,,,,
2020-12-18,,,586.0,86338.0,,,,,,
2020-12-18,36417.0,2103617.0,,,1923.0,254670.0,,,,
2020-12-19,25589.0,2129206.0,,,2044.0,256714.0,,,,
2020-12-19,,,548.0,86886.0,,,,,,
2020-12-20,33064.0,2162270.0,,,2169.0,258883.0,,,,
2020-12-20,,,551.0,87437.0,,,,,,
2020-12-21,,,602.0,88039.0,,,,,,
2020-12-21,48192.0,2210462.0,,,2370.0,261253.0,,,,
2020-12-22,46475.0,2256937.0,,,2481.0,263734.0,,,,
2020-12-22,,,629.0,88668.0,,,,,,
2020-12-23,42936.0,2299873.0,,,2278.0,266012.0,,,,
2020-12-23,,,629.0,89297.0,,,,,,
2020-12-24,32391.0,2332264.0,,,2085.0,268097.0,,,,
2020-12-24,,,616.0,89913.0,,,,,,
2020-12-25,14419.0,2346683.0,,,2184.0,270281.0,,,,
2020-12-25,,,655.0,90568.0,,,,,,
2020-12-26,,,692.0,91260.0,,,,,,
2020-12-26,41109.0,2387792.0,,,2531.0,272812.0,,,,
2020-12-27,,,718.0,91978.0,,,,,,
2020-12-27,48519.0,2436311.0,,,2871.0,275683.0,,,,
2020-12-28,,,723.0,92701.0,,,,,,
2020-12-28,46407.0,2482718.0,,,3131.0,278814.0,,,,
2020-12-29,,,713.0,93414.0,,,,,,
2020-12-29,83088.0,2565806.0,,,3250.0,282064.0,,,,
2020-12-30,,,760.0,94174.0,,,,,,
2020-12-30,72161.0,2637967.0,,,3289.0,285353.0,,,,
2020-12-31,,,824.0,94998.0,,,,,,
2020-12-31,53945.0,2691912.0,,,2924.0,288277.0,,,,
2021-01-01,32482.0,2724394.0,,,3364.0,291641.0,,,,
2021-01-01,,,809.0,95807.0,,,,,,
2021-01-02,,,833.0,96640.0,,,,,,
2021-01-02,61654.0,2786048.0,,,3440.0,295081.0,,,,
2021-01-03,56332.0,2842380.0,,,3650.0,298731.0,,,,
2021-01-03,,,807.0,97447.0,,,,,,
2021-01-04,,,896.0,98343.0,,,,,,
2021-01-04,77970.0,2920350.0,,,3937.0,302668.0,,,,
2021-01-05,,,972.0,99315.0,,,,,,
2021-01-05,66635.0,2986985.0,,,4115.0,306783.0,,,,
2021-01-06,58783.0,3045768.0,,,4396.0,311179.0,,,,
2021-01-06,,,1014.0,100329.0,,,,,,
2021-01-07,53187.0,3098955.0,,,4294.0,315473.0,,,,
2021-01-07,,,1055.0,101384.0,,,,,,
2021-01-08,48104.0,3147059.0,,,4002.0,319475.0,,,,
2021-01-08,,,1052.0,102436.0,,,,,,
2021-01-09,,,1092.0,103528.0,,,,,,
2021-01-09,40035.0,3187094.0,,,4127.0,323602.0,,,,
2021-01-10,,,1173.0,104701.0,,,,2286572.0,,391399.0
2021-01-10,37174.0,3224268.0,,,3941.0,327543.0,,,,
2021-01-11,,,1241.0,105942.0,,,145076.0,2431648.0,20768.0,412167.0
2021-01-11,58591.0,3282859.0,,,4309.0,331852.0,,,,
2021-01-12,,,1318.0,107260.0,,,207661.0,2639309.0,16065.0,428232.0
2021-01-12,50647.0,3333506.0,,,4580.0,336432.0,,,,
2021-01-13,,,1307.0,108567.0,,,278943.0,2918252.0,9745.0,437977.0
2021-01-13,46506.0,3380012.0,,,4225.0,340657.0,,,,
2021-01-14,,,1340.0,109907.0,,,316694.0,3234946.0,5257.0,443234.0
2021-01-14,43473.0,3423485.0,,,4100.0,344757.0,,,,
2021-01-15,,,1323.0,111230.0,,,341317.0,3576263.0,4208.0,447442.0
2021-01-15,41450.0,3464935.0,,,3684.0,348441.0,,,,
2021-01-16,,,1417.0,112647.0,,,296131.0,3872394.0,2620.0,450062.0
2021-01-16,31248.0,3496183.0,,,3944.0,352385.0,,,,
2021-01-17,29592.0,3525775.0,,,3751.0,356136.0,,,,
2021-01-17,,,1361.0,114008.0,,,190107.0,4062501.0,2239.0,452301.0
2021-01-18,45956.0,3571731.0,,,4062.0,360198.0,,,,
2021-01-18,,,1401.0,115409.0,,,204076.0,4266577.0,4565.0,456866.0
2021-01-19,,,1489.0,116898.0,,,343163.0,4609740.0,3759.0,460625.0
2021-01-19,40526.0,3612257.0,,,4161.0,364359.0,,,,
2021-01-20,,,1382.0,118280.0,,,363508.0,4973248.0,3411.0,464036.0
2021-01-20,35985.0,3648242.0,,,4051.0,368410.0,,,,
2021-01-21,,,1349.0,119629.0,,,409855.0,5383103.0,2760.0,466796.0
2021-01-21,32501.0,3680743.0,,,3637.0,372047.0,,,,
2021-01-22,30330.0,3711073.0,,,3395.0,375442.0,,,,
2021-01-22,,,1333.0,120962.0,,,478248.0,5861351.0,1821.0,468617.0
2021-01-23,,,1286.0,122248.0,,,491970.0,6353321.0,1043.0,469660.0
2021-01-23,22344.0,3733417.0,,,3118.0,378560.0,,,,
2021-01-24,17554.0,3750971.0,,,3113.0,381673.0,,,,
2021-01-24,,,1239.0,123487.0,,,220249.0,6573570.0,818.0,470478.0
2021-01-25,,,1263.0,124750.0,,,279757.0,6853327.0,1968.0,472446.0
2021-01-25,30736.0,3781707.0,,,2932.0,384605.0,,,,
2021-01-26,,,1172.0,125922.0,,,311060.0,7164387.0,1710.0,474156.0
2021-01-26,27730.0,3809437.0,,,3150.0,387755.0,,,,
2021-01-27,,,1232.0,127154.0,,,312378.0,7476765.0,2329.0,476485.0
2021-01-27,26303.0,3835740.0,,,3059.0,390814.0,,,,
2021-01-28,,,1224.0,128378.0,,,414419.0,7891184.0,1769.0,478254.0
2021-01-28,24772.0,3860512.0,,,3044.0,393858.0,,,,
2021-01-29,22433.0,3882945.0,,,2687.0,396545.0,,,,
2021-01-29,,,1160.0,129538.0,,,487756.0,8378940.0,2178.0,480432.0
2021-01-30,17167.0,3900112.0,,,2469.0,399014.0,,,,
2021-01-30,,,1025.0,130563.0,,,598389.0,8977329.0,10621.0,491053.0
2021-01-31,,,994.0,131557.0,,,319038.0,9296367.0,3156.0,494209.0
2021-01-31,15783.0,3915895.0,,,2408.0,401422.0,,,,
2021-02-01,,,1006.0,132563.0,,,350348.0,9646715.0,2587.0,496796.0
2021-02-01,22971.0,3938866.0,,,2605.0,404027.0,,,,
2021-02-02,,,960.0,133523.0,,,374756.0,10021471.0,2166.0,498962.0
2021-02-02,20267.0,3959133.0,,,2481.0,406508.0,,,,
2021-02-03,,,974.0,134497.0,,,469016.0,10490487.0,2995.0,501957.0
2021-02-03,19914.0,3979047.0,,,2362.0,408870.0,,,,
2021-02-04,18492.0,3997539.0,,,2142.0,411012.0,,,,
2021-02-04,,,826.0,135323.0,,,480560.0,10971047.0,4036.0,505993.0
2021-02-05,16308.0,4013847.0,,,2005.0,413017.0,,,,
2021-02-05,,,872.0,136195.0,,,494163.0,11465210.0,4064.0,510057.0
2021-02-06,12320.0,4026167.0,,,1893.0,414910.0,,,,
2021-02-06,,,787.0,136982.0,,,549808.0,12015018.0,1662.0,511719.0
2021-02-07,11664.0,4037831.0,,,1852.0,416762.0,,,,
2021-02-07,,,752.0,137734.0,,,278988.0,12294006.0,862.0,512581.0
2021-02-08,16194.0,4054025.0,,,1921.0,418683.0,,,,
2021-02-08,,,779.0,138513.0,,,352480.0,12646486.0,3811.0,516392.0
2021-02-09,14225.0,4068250.0,,,1754.0,420437.0,,,,
2021-02-09,,,723.0,139236.0,,,411812.0,13058298.0,3161.0,519553.0
2021-02-10,,,712.0,139948.0,,,450810.0,13509108.0,4894.0,524447.0
2021-02-10,13899.0,4082149.0,,,1726.0,422163.0,,,,
2021-02-11,13139.0,4095288.0,,,1680.0,423843.0,,,,
2021-02-11,,,676.0,140624.0,,,503116.0,14012224.0,5647.0,530094.0
2021-02-12,,,635.0,141259.0,,,544603.0,14556827.0,4775.0,534869.0
2021-02-12,12573.0,4107861.0,,,1511.0,425354.0,,,,
2021-02-13,,,586.0,141845.0,,,505362.0,15062189.0,2846.0,537715.0
2021-02-13,9034.0,4116895.0,,,1428.0,426782.0,,,,
2021-02-14,,,605.0,142450.0,,,237962.0,15300151.0,1915.0,539630.0
2021-02-14,8994.0,4125889.0,,,1538.0,428320.0,,,,
2021-02-15,,,615.0,143065.0,,,275956.0,15576107.0,6535.0,546165.0
2021-02-15,14735.0,4140624.0,,,1503.0,429823.0,,,,
2021-02-16,,,566.0,143631.0,,,364865.0,15940972.0,12412.0,558577.0
2021-02-16,12941.0,4153565.0,,,1495.0,431318.0,,,,
2021-02-17,,,505.0,144136.0,,,482110.0,16423082.0,15147.0,573724.0
2021-02-17,11942.0,4165507.0,,,1411.0,432729.0,,,,
2021-02-18,11794.0,4177301.0,,,1339.0,434068.0,,,,
2021-02-18,,,521.0,144657.0,,,452454.0,16875536.0,15867.0,589591.0
2021-02-19,,,469.0,145126.0,,,371906.0,17247442.0,15294.0,604885.0
2021-02-19,10728.0,4188029.0,,,1272.0,435340.0,,,,
2021-02-20,8312.0,4196341.0,,,1091.0,436431.0,,,,
2021-02-20,,,452.0,145578.0,,,334679.0,17582121.0,10263.0,615148.0
2021-02-21,8097.0,4204438.0,,,1157.0,437588.0,,,,
2021-02-21,,,411.0,145989.0,,,141719.0,17723840.0,9177.0,624325.0
2021-02-22,,,379.0,146368.0,,,192341.0,17916181.0,18463.0,642788.0
2021-02-22,11655.0,4216093.0,,,1120.0,438708.0,,,,
2021-02-23,9762.0,4225855.0,,,1120.0,439828.0,,,,
2021-02-23,,,380.0,146748.0,,,326692.0,18242873.0,26317.0,669105.0
2021-02-24,8845.0,4234700.0,,,1022.0,440850.0,,,,
2021-02-24,,,366.0,147114.0,,,448962.0,18691835.0,31613.0,700718.0
2021-02-25,8025.0,4242725.0,,,971.0,441821.0,,,,
2021-02-25,,,354.0,147468.0,,,485720.0,19177555.0,35319.0,736037.0
2021-02-26,6783.0,4249508.0,,,864.0,442685.0,,,,
2021-02-26,,,303.0,147771.0,,,504493.0,19682048.0,32773.0,768810.0
2021-02-27,,,307.0,148078.0,,,407503.0,20089551.0,27322.0,796132.0
2021-02-27,4949.0,4254457.0,,,742.0,443427.0,,,,
2021-02-28,,,281.0,148359.0,,,185900.0,20275451.0,19684.0,815816.0
2021-02-28,4873.0,4259330.0,,,771.0,444198.0,,,,
2021-03-01,,,296.0,148655.0,,,203168.0,20478619.0,28282.0,844098.0
2021-03-01,7191.0,4266521.0,,,825.0,445023.0,,,,
2021-03-02,,,244.0,148899.0,,,224996.0,20703615.0,51314.0,895412.0
2021-03-02,6919.0,4273440.0,,,835.0,445858.0,,,,
2021-03-03,6172.0,4279612.0,,,713.0,446571.0,,,,
2021-03-03,,,218.0,149117.0,,,278956.0,20982571.0,68450.0,963862.0
2021-03-04,,,233.0,149350.0,,,376244.0,21358815.0,70206.0,1034068.0
2021-03-04,5937.0,4285549.0,,,706.0,447277.0,,,,
2021-03-05,5467.0,4291016.0,,,599.0,447876.0,,,,
2021-03-05,,,222.0,149572.0,,,437463.0,21796278.0,56772.0,1090840.0
2021-03-06,4628.0,4295644.0,,,636.0,448512.0,,,,
2021-03-06,,,210.0,149782.0,,,416834.0,22213112.0,31562.0,1122402.0
2021-03-07,4410.0,4300054.0,,,535.0,449047.0,,,,
2021-03-07,,,197.0,149979.0,,,164143.0,22377255.0,20241.0,1142643.0
2021-03-08,6890.0,4306944.0,,,576.0,449623.0,,,,
2021-03-08,,,197.0,150176.0,,,215273.0,22592528.0,38788.0,1181431.0
2021-03-09,6487.0,4313431.0,,,579.0,450202.0,,,,
2021-03-09,,,185.0,150361.0,,,217301.0,22809829.0,72922.0,1254353.0
2021-03-10,6251.0,4319682.0,,,567.0,450769.0,,,,
2021-03-10,,,161.0,150522.0,,,243887.0,23053716.0,97162.0,1351515.0
2021-03-11,5933.0,4325615.0,,,551.0,451320.0,,,,
2021-03-11,,,173.0,150695.0,,,260809.0,23314525.0,93563.0,1445078.0
2021-03-12,5716.0,4331331.0,,,480.0,451800.0,,,,
2021-03-12,,,135.0,150830.0,,,369578.0,23684103.0,87676.0,1532754.0
2021-03-13,4379.0,4335710.0,,,463.0,452263.0,,,,
2021-03-13,,,135.0,150965.0,,,512108.0,24196211.0,52155.0,1584909.0
2021-03-14,,,137.0,151102.0,,,257010.0,24453221.0,25371.0,1610280.0
2021-03-14,4425.0,4340135.0,,,428.0,452691.0,,,,
2021-03-15,,,138.0,151240.0,,,386685.0,24839906.0,53366.0,1663646.0
2021-03-15,6697.0,4346832.0,,,503.0,453194.0,,,,
2021-03-16,5849.0,4352681.0,,,441.0,453635.0,,,,
2021-03-16,,,114.0,151354.0,,,433320.0,25273226.0,95799.0,1759445.0
2021-03-17,5976.0,4358657.0,,,445.0,454080.0,,,,
2021-03-17,,,127.0,151481.0,,,462246.0,25735472.0,119609.0,1879054.0
2021-03-18,5623.0,4364280.0,,,451.0,454531.0,,,,
2021-03-18,,,100.0,151581.0,,,528260.0,26263732.0,132016.0,2011070.0
2021-03-19,,,102.0,151683.0,,,614930.0,26878662.0,125725.0,2136795.0
2021-03-19,5176.0,4369456.0,,,380.0,454911.0,,,,
2021-03-20,,,100.0,151783.0,,,752308.0,27630970.0,91977.0,2228772.0
2021-03-20,4246.0,4373702.0,,,364.0,455275.0,,,,
2021-03-21,5388.0,4379090.0,,,358.0,455633.0,,,,
2021-03-21,,,126.0,151909.0,,,367006.0,27997976.0,52612.0,2281384.0
2021-03-22,,,108.0,152017.0,,,329897.0,28327873.0,82300.0,2363684.0
2021-03-22,6458.0,4385548.0,,,361.0,455994.0,,,,
2021-03-23,5481.0,4391029.0,,,368.0,456362.0,,,,
2021-03-23,,,94.0,152111.0,,,325650.0,28653523.0,169155.0,2532839.0
2021-03-24,6223.0,4397252.0,,,350.0,456712.0,,,,
2021-03-24,,,70.0,152181.0,,,337665.0,28991188.0,242642.0,2775481.0
2021-03-25,,,79.0,152260.0,,,324942.0,29316130.0,234382.0,3009863.0
2021-03-25,5616.0,4402868.0,,,341.0,457053.0,,,,
2021-03-26,,,75.0,152335.0,,,411305.0,29727435.0,283654.0,3293517.0
2021-03-26,4567.0,4407435.0,,,298.0,457351.0,,,,
2021-03-27,3731.0,4411166.0,,,273.0,457624.0,,,,
2021-03-27,,,64.0,152399.0,,,424301.0,30151736.0,238861.0,3532378.0
2021-03-28,,,49.0,152448.0,,,293548.0,30445284.0,147594.0,3679972.0
2021-03-28,5029.0,4416195.0,,,273.0,457897.0,,,,
2021-03-29,,,71.0,152519.0,,,236809.0,30682093.0,168230.0,3848202.0
2021-03-29,4196.0,4420391.0,,,251.0,458148.0,,,,
2021-03-30,,,54.0,152573.0,,,225917.0,30908010.0,277682.0,4125884.0
2021-03-30,3779.0,4424170.0,,,257.0,458405.0,,,,
2021-03-31,,,74.0,152647.0,,,239434.0,31147444.0,387574.0,4513458.0
2021-03-31,3967.0,4428137.0,,,270.0,458675.0,,,,
2021-04-01,,,63.0,152710.0,,,170818.0,31318262.0,445416.0,4958874.0
2021-04-01,3674.0,4431811.0,,,234.0,458909.0,,,,
2021-04-02,,,50.0,152760.0,,,107420.0,31425682.0,246631.0,5205505.0
2021-04-02,2747.0,4434558.0,,,237.0,459146.0,,,,
2021-04-03,,,41.0,152801.0,,,107886.0,31533568.0,178913.0,5384418.0
2021-04-03,2506.0,4437064.0,,,222.0,459368.0,,,,
2021-04-04,2413.0,4439477.0,,,197.0,459565.0,,,,
2021-04-04,,,53.0,152854.0,,,48055.0,31581623.0,47708.0,5432126.0
2021-04-05,2744.0,4442221.0,,,238.0,459803.0,,,,
2021-04-05,,,45.0,152899.0,,,40744.0,31622367.0,64590.0,5496716.0
2021-04-06,3312.0,4445533.0,,,223.0,460026.0,,,,
2021-04-06,,,45.0,152944.0,,,85227.0,31707594.0,186793.0,5683509.0
2021-04-07,3253.0,4448786.0,,,235.0,460261.0,,,,
2021-04-07,,,45.0,152989.0,,,99530.0,31807124.0,408396.0,6091905.0
2021-04-08,3147.0,4451933.0,,,207.0,460468.0,,,,
2021-04-08,,,62.0,153051.0,,,96242.0,31903366.0,449269.0,6541174.0
2021-04-09,2952.0,4454885.0,,,206.0,460674.0,,,,
2021-04-09,,,38.0,153089.0,,,106878.0,32010244.0,450136.0,6991310.0
2021-04-10,2380.0,4457265.0,,,186.0,460860.0,,,,
2021-04-10,,,43.0,153132.0,,,111109.0,32121353.0,475230.0,7466540.0
2021-04-11,2376.0,4459641.0,,,205.0,461065.0,,,,
2021-04-11,,,41.0,153173.0,,,69223.0,32190576.0,189665.0,7656205.0
2021-04-12,2880.0,4462521.0,,,205.0,461270.0,,,,
2021-04-12,,,37.0,153210.0,,,59905.0,32250481.0,201191.0,7857396.0
2021-04-13,,,47.0,153257.0,,,76123.0,32326604.0,312685.0,8170081.0
2021-04-13,2495.0,4465016.0,,,182.0,461452.0,,,,
2021-04-14,,,35.0,153292.0,,,117835.0,32444439.0,343783.0,8513864.0
2021-04-14,2512.0,4467528.0,,,197.0,461649.0,,,,
2021-04-15,,,43.0,153335.0,,,129782.0,32574221.0,417683.0,8931547.0
2021-04-15,2345.0,4469873.0,,,161.0,461810.0,,,,
2021-04-16,2347.0,4472220.0,,,160.0,461970.0,,,,
2021-04-16,,,32.0,153367.0,,,135557.0,32709778.0,499664.0,9431211.0
2021-04-17,,,42.0,153409.0,,,139445.0,32849223.0,499635.0,9930846.0
2021-04-17,1722.0,4473942.0,,,159.0,462129.0,,,,
2021-04-18,2584.0,4476526.0,,,141.0,462270.0,,,,
2021-04-18,,,31.0,153440.0,,,83225.0,32932448.0,221193.0,10152039.0
2021-04-19,,,23.0,153463.0,,,99672.0,33032120.0,273751.0,10425790.0
2021-04-19,2738.0,4479264.0,,,179.0,462449.0,,,,
2021-04-20,,,35.0,153498.0,,,107622.0,33139742.0,350027.0,10775817.0
2021-04-20,2541.0,4481805.0,,,134.0,462583.0,,,,
2021-04-21,,,35.0,153533.0,,,117909.0,33257651.0,416784.0,11192601.0
2021-04-21,2709.0,4484514.0,,,173.0,462756.0,,,,
2021-04-22,2409.0,4486923.0,,,122.0,462878.0,,,,
2021-04-22,,,33.0,153566.0,,,130986.0,33388637.0,431070.0,11623671.0
2021-04-23,2020.0,4488943.0,,,157.0,463035.0,,,,
2021-04-23,,,29.0,153595.0,,,135786.0,33524423.0,465015.0,12088686.0
2021-04-24,1564.0,4490507.0,,,130.0,463165.0,,,,
2021-04-24,,,24.0,153619.0,,,148767.0,33673190.0,547636.0,12636322.0
2021-04-25,2119.0,4492626.0,,,138.0,463303.0,,,,
2021-04-25,,,27.0,153646.0,,,79695.0,33752885.0,260801.0,12897123.0
2021-04-26,2627.0,4495253.0,,,135.0,463438.0,,,,
2021-04-26,,,21.0,153667.0,,,90695.0,33843580.0,304688.0,13201811.0
2021-04-27,2177.0,4497430.0,,,169.0,463607.0,,,,
2021-04-27,,,25.0,153692.0,,,116328.0,33959908.0,379265.0,13581076.0
2021-04-28,2499.0,4499929.0,,,112.0,463719.0,,,,
2021-04-28,,,21.0,153713.0,,,134140.0,34094048.0,462885.0,14043961.0
2021-04-29,,,17.0,153730.0,,,122568.0,34216616.0,491567.0,14535528.0
2021-04-29,2230.0,4502159.0,,,103.0,463822.0,,,,
2021-04-30,,,16.0,153746.0,,,145589.0,34362205.0,421785.0,14957313.0
2021-04-30,1825.0,4503984.0,,,114.0,463936.0,,,,
2021-05-01,1431.0,4505415.0,,,102.0,464038.0,,,,
2021-05-01,,,16.0,153762.0,,,143175.0,34505380.0,372304.0,15329617.0
2021-05-02,1521.0,4506936.0,,,120.0,464158.0,,,,
2021-05-02,,,19.0,153781.0,,,89924.0,34595304.0,172891.0,15502508.0
2021-05-03,2084.0,4509020.0,,,123.0,464281.0,,,,
